KEY,1,2,3,4,5
126,784-2478,725-2508,0,0,0
127,554-2611,502-2650,0,0,0
128,434-2810,474-2852,0,0,0
129,707-2890,774-2894,0,0,0
130,998-2864,1073-2843,0,0,0
131,1310-2771,1372-2741,0,0,0
132,1602-2643,1665-2598,0,0,0
133,1662-2412,1572-2370,0,0,0
134,1401-2238,1344-2202,0,0,0
135,1366-2048,1423-2015,,0,0
136,1613-1920,1675-1877,1632-1828,0,0
137,1478-1743,1401-1753,,0,0
138,1200-1807,1126-1833,0,0,0
139,924-1905,853-1935,0,0,0
140,642-1978,569-1965,0,0,0
141,538-1803,589-1765,0,0,0
142,784-1703,858-1682,0,0,0
143,1068-1627,1147-1605,0,0,0
144,1337-1501,1362-1439,1289-1403,0,0
145,1073-1377,1004-1384,928-1385,0,0
146,735-1381,672-1377,606-1365,0,0
147,548-1245,589-1199,0,0,0
148,753-1111,806-1088,0,0,0
149,998-1026,1061-1000,0,0,0
150,0,0,0,0,0
151,90-602,106-623,0,0,0
152,170-680,200-699,0,0,0
153,283-735,317-751,0,0,0
154,405-771,437-776,0,0,0
155,531-776,565-779,0,0,0
156,653-767,688-761,0,0,0
157,772-726,806-710,0,0,0
158,878-668,904-650,0,0,0
159,959-594,950-562,0,0,0
160,882-500,864-480,0,0,0
161,810-500,781-524,0,0,0
162,697-566,665-579,0,0,0
163,569-597,530-602,0,0,0
164,429-594,395-586,0,0,0
165,300-562,268-551,0,0,0
166,193-500,170-481,0,0,0
167,158-416,175-384,0,0,0
168,258-331,285-299,0,0,0
169,325-295,355-320,0,0,0
170,437-349,470-355,0,0,0
171,565-346,602-339,0,0,0
172,686-303,710-286,0,0,0
173,688-228,623-180,0,0,0
174,582-167,552-162,0,0,0
175,0,0,0,0,0
176,670-520,636-530,0,0,0
177,537-544,502-546,0,0,0
178,402-543,365-543,0,0,0
179,265-550,233-561,0,0,0
180,159-617,157-652,0,0,0
181,201-725,232-740,0,0,0
182,334-772,370-783,0,0,0
183,488-792,542-788,0,0,0
184,648-772,687-762,0,0,0
185,770-713,792-689,0,0,0
186,851-615,867-586,0,0,0
187,897-493,908-461,0,0,0
188,911-372,905-336,0,0,0
189,877-251,853-230,0,0,0
190,766-227,741-245,0,0,0
191,669-300,645-321,0,0,0
192,569-368,536-381,0,0,0
193,444-408,407-422,0,0,0
194,271-406,306-416,0,0,0
195,191-357,172-332,0,0,0
196,186-238,196-207,0,0,0
197,271-157,309-153,0,0,0
198,362-230,377-260,0,0,0
199,463-286,492-273,0,0,0
200,0,0,0,0,0
201,525-904,489-900,0,0,0
202,385-871,358-855,0,0,0
203,280-798,253-777,0,0,0
204,186-701,169-675,0,0,0
205,194-650,222-660,0,0,0
206,301-701,332-710,0,0,0
207,432-736,463-740,0,0,0
208,563-742,596-738,0,0,0
209,680-712,712-697,0,0,0
210,784-637,808-615,0,0,0
211,867-555,900-526,0,0,0
212,883-492,858-495,0,0,0
213,776-490,741-488,0,0,0
214,704-420,718-397,0,0,0
215,764-335,767-300,0,0,0
216,676-287,655-315,0,0,0
217,579-372,550-365,0,0,0
218,542-277,542-245,0,0,0
219,477-198,438-203,0,0,0
220,358-245,332-269,0,0,0
221,341-356,374-380,0,0,0
222,446-448,438-484,0,0,0
223,341-526,312-511,0,0,0
224,228-448,200-431,0,0,0
225,0,0,0,0,0
226,813-751,782-763,0,0,0
227,685-794,650-800,0,0,0
228,513-803,550-808,0,0,0
229,425-775,396-759,0,0,0
230,333-702,321-679,0,0,0
231,288-602,298-576,0,0,0
232,376-532,409-532,0,0,0
233,504-547,536-554,0,0,0
234,626-589,658-599,0,0,0
235,755-602,788-594,0,0,0
236,859-532,874-503,0,0,0
237,896-410,890-381,0,0,0
238,843-305,817-287,0,0,0
239,710-257,675-258,0,0,0
240,577-270,546-279,0,0,0
241,460-325,433-342,0,0,0
242,356-393,331-415,0,0,0
243,249-463,217-463,0,0,0
244,156-407,156-375,0,0,0
245,187-299,205-275,0,0,0
246,266-217,294-198,0,0,0
247,369-158,402-143,0,0,0
248,488-109,518-98,0,0,0
249,611-73,644-68,0,0,0
250,0,0,0,0,0
251,156-841,182-857,0,0,0
252,271-897,300-896,0,0,0
253,392-875,423-864,0,0,0
254,517-832,546-817,0,0,0
255,631-779,657-762,0,0,0
256,737-713,753-689,0,0,0
257,754-611,733-593,0,0,0
258,642-591,613-597,0,0,0
259,528-631,500-641,0,0,0
260,402-664,371-661,0,0,0
261,281-636,259-615,0,0,0
262,209-547,199-522,0,0,0
263,180-440,184-415,0,0,0
264,250-364,283-362,0,0,0
265,374-363,408-370,0,0,0
266,495-398,527-411,0,0,0
267,619-445,650-456,0,0,0
268,742-487,771-495,0,0,0
269,861-481,878-455,0,0,0
270,863-366,848-344,0,0,0
271,780-288,753-272,0,0,0
272,668-235,639-225,0,0,0
273,550-201,518-193,0,0,0
274,425-173,366-131,0,0,0
275,0,0,0,0,0
276,153-767,183-779,0,0,0
277,274-803,308-803,0,0,0
278,403-795,438-788,0,0,0
279,523-764,555-758,0,0,0
280,645-730,676-724,0,0,0
281,764-699,793-689,0,0,0
282,832-625,808-607,0,0,0
283,732-554,717-537,0,0,0
284,716-460,724-433,0,0,0
285,768-367,785-346,0,0,0
286,835-284,845-257,0,0,0
287,815-187,788-177,0,0,0
288,703-187,675-197,0,0,0
289,614-248,599-267,0,0,0
290,550-331,538-355,0,0,0
291,501-423,484-445,0,0,0
292,426-496,404-513,0,0,0
293,318-537,289-538,0,0,0
294,203-529,175-520,0,0,0
295,123-462,119-438,0,0,0
296,138-365,153-344,0,0,0
297,205-288,223-270,0,0,0
298,287-219,305-203,0,0,0
299,341-141,347-116,0,0,0
300,0,0,0,0,0
301,111-660,126-684,0,0,0
302,201-730,238-730,0,0,0
303,340-714,379-715,0,0,0
304,469-741,504-754,0,0,0
305,587-798,621-811,0,0,0
306,722-825,769-816,0,0,0
307,856-771,888-737,0,0,0
308,905-660,897-629,0,0,0
309,846-559,813-548,0,0,0
310,723-536,682-533,0,0,0
311,593-541,552-543,0,0,0
312,461-543,422-543,0,0,0
313,333-536,291-528,0,0,0
314,201-482,179-458,0,0,0
315,152-377,153-343,0,0,0
316,182-267,204-236,0,0,0
317,267-184,296-167,0,0,0
318,383-136,425-132,0,0,0
319,526-123,567-117,0,0,0
320,667-119,706-127,0,0,0
321,801-171,832-191,0,0,0
322,873-271,873-307,0,0,0
323,815-383,783-402,0,0,0
324,671-402,637-390,0,0,0
325,0,0,0,0,0
326,661-938,631-938,0,0,0
327,523-927,491-923,0,0,0
328,373-885,397-898,0,0,0
329,292-835,270-819,0,0,0
330,211-754,194-729,0,0,0
331,177-650,187-618,0,0,0
332,283-588,314-588,0,0,0
333,414-588,445-591,0,0,0
334,540-599,568-597,0,0,0
335,659-588,687-583,0,0,0
336,770-548,793-531,0,0,0
337,848-468,859-442,0,0,0
338,866-360,857-332,0,0,0
339,800-269,773-257,0,0,0
340,687-256,661-269,0,0,0
341,585-316,565-337,0,0,0
342,500-398,481-414,0,0,0
343,400-458,373-466,0,0,0
344,282-466,253-458,0,0,0
345,182-403,178-372,0,0,0
346,198-292,218-269,0,0,0
347,297-235,328-227,0,0,0
348,426-212,455-209,0,0,0
349,542-162,557-138,0,0,0
350,0,0,0,0,0
351,122-813,138-834,0,0,0
352,224-859,254-848,0,0,0
353,319-789,332-765,0,0,0
354,397-709,423-691,0,0,0
355,514-684,546-691,0,0,0
356,627-730,654-743,0,0,0
357,738-774,766-770,0,0,0
358,822-713,826-688,0,0,0
359,800-614,778-597,0,0,0
360,694-560,661-550,0,0,0
361,573-540,538-540,0,0,0
362,439-538,405-540,0,0,0
363,308-530,273-526,0,0,0
364,199-476,194-449,0,0,0
365,211-370,231-348,0,0,0
366,308-323,342-320,0,0,0
367,430-326,463-335,0,0,0
368,548-379,577-394,0,0,0
369,676-417,712-417,0,0,0
370,800-407,818-386,0,0,0
371,805-307,778-292,0,0,0
372,685-285,653-283,0,0,0
373,560-267,531-250,0,0,0
374,569-219,603-213,0,0,0
375,0,0,0,0,0
376,1851-1774,1847-1857,0,0,0
377,1689-2041,1649-2117,0,0,0
378,1659-2366,1670-2493,0,0,0
379,1492-2628,1432-2567,0,0,0
380,1317-2370,1247-2313,0,0,0
381,1025-2324,974-2400,0,0,0
382,847-2586,799-2662,0,0,0
383,593-2742,497-2723,0,0,0
384,425-2541,449-2460,0,0,0
385,489-2260,468-2194,0,0,0
386,362-2015,309-1940,0,0,0
387,449-1819,544-1828,0,0,0
388,802-1861,887-1872,0,0,0
389,1155-1886,1250-1879,0,0,0
390,1496-1815,1554-1751,0,0,0
391,1538-1567,1455-1550,0,0,0
392,1220-1571,1115-1578,0,0,0
393,878-1582,788-1571,0,0,0
394,583-1518,511-1481,0,0,0
395,389-1329,449-1290,0,0,0
396,672-1290,761-1300,0,0,0
397,1011-1300,1094-1300,0,0,0
398,1312-1243,1386-1198,0,0,0
399,1563-1083,1632-1043,0,0,0
400,0,0,0,0,0
401,475-872,438-863,0,0,0
402,337-832,313-812,0,0,0
403,358-743,398-734,0,0,0
404,510-715,551-709,0,0,0
405,671-697,710-691,0,0,0
406,712-647,678-636,0,0,0
407,566-606,529-590,0,0,0
408,423-564,385-564,0,0,0
409,274-568,232-564,0,0,0
410,231-516,268-499,0,0,0
411,367-465,406-442,0,0,0
412,515-403,553-397,0,0,0
413,665-401,704-406,0,0,0
414,811-419,846-415,0,0,0
415,849-359,820-341,0,0,0
416,730-284,702-268,0,0,0
417,600-243,564-239,0,0,0
418,462-233,429-240,0,0,0
419,339-229,319-209,0,0,0
420,351-161,385-164,0,0,0
421,478-151,510-143,0,0,0
422,590-89,611-69,0,0,0
423,708-71,735-89,0,0,0
424,807-144,835-161,0,0,0
425,0,0,0,0,0
426,296-705,320-717,0,0,0
427,401-755,434-768,0,0,0
428,518-792,550-796,0,0,0
429,636-790,665-783,0,0,0
430,746-761,768-745,0,0,0
431,762-678,736-657,0,0,0
432,645-631,611-634,0,0,0
433,518-639,484-634,0,0,0
434,389-619,357-614,0,0,0
435,282-563,264-545,0,0,0
436,229-465,225-435,0,0,0
437,261-352,285-331,0,0,0
438,372-317,401-329,0,0,0
439,479-381,501-395,0,0,0
440,582-446,608-458,0,0,0
441,702-465,731-465,0,0,0
442,801-424,810-403,0,0,0
443,810-324,793-304,0,0,0
444,745-239,729-220,0,0,0
445,655-187,628-180,0,0,0
446,554-140,533-127,0,0,0
447,451-112,424-110,0,0,0
448,341-125,314-133,0,0,0
449,234-171,207-187,0,0,0
450,0,0,0,0,0
451,201-652,212-677,0,0,0
452,256-746,273-771,0,0,0
453,355-799,387-788,0,0,0
454,473-758,509-755,0,0,0
455,610-752,644-752,0,0,0
456,687-701,673-668,0,0,0
457,704-618,740-619,0,0,0
458,829-605,855-579,0,0,0
459,869-500,865-471,0,0,0
460,855-390,853-364,0,0,0
461,842-279,841-249,0,0,0
462,834-168,830-143,0,0,0
463,798-78,769-76,0,0,0
464,676-75,645-75,0,0,0
465,598-123,598-151,0,0,0
466,598-236,598-266,0,0,0
467,598-349,597-380,0,0,0
468,549-447,515-456,0,0,0
469,424-420,418-390,0,0,0
470,380-316,351-306,0,0,0
471,263-299,233-299,0,0,0
472,186-259,195-229,0,0,0
473,222-147,234-116,0,0,0
474,312-78,348-80,0,0,0
475,0,0,0,0,0
476,635-933,675-933,0,0,0
477,794-931,837-933,0,0,0
478,897-887,892-858,0,0,0
479,858-782,840-753,0,0,0
480,757-727,718-727,0,0,0
481,622-721,582-722,0,0,0
482,475-730,443-731,0,0,0
483,347-726,311-722,0,0,0
484,225-686,206-665,0,0,0
485,170-585,163-555,0,0,0
486,201-482,232-470,0,0,0
487,335-463,369-463,0,0,0
488,467-465,502-466,0,0,0
489,604-461,635-459,0,0,0
490,727-443,763-431,0,0,0
491,837-379,850-352,0,0,0
492,834-268,813-245,0,0,0
493,723-207,685-208,0,0,0
494,591-212,554-213,0,0,0
495,458-213,424-214,0,0,0
496,337-196,317-176,0,0,0
497,306-103,327-74,0,0,0
498,417-61,458-60,0,0,0
499,563-61,611-66,0,0,0
500,0,0,0,0,0
501,407-844,374-836,0,0,0
502,273-809,242-797,0,0,0
503,234-737,256-717,0,0,0
504,325-666,350-646,0,0,0
505,445-649,480-655,0,0,0
506,580-667,616-672,0,0,0
507,720-680,757-682,0,0,0
508,837-637,852-610,0,0,0
509,885-531,895-499,0,0,0
510,842-458,799-459,0,0,0
511,697-470,657-475,0,0,0
512,552-492,513-500,0,0,0
513,405-517,361-524,0,0,0
514,266-500,243-477,0,0,0
515,178-403,158-376,0,0,0
516,145-288,165-260,0,0,0
517,232-198,262-172,0,0,0
518,339-115,369-95,0,0,0
519,457-58,499-70,0,0,0
520,528-115,561-143,0,0,0
521,490-203,463-228,0,0,0
522,448-296,466-324,0,0,0
523,558-356,591-344,0,0,0
524,683-307,711-294,0,0,0
525,0,0,0,0,0
526,499-954,467-954,0,0,0
527,371-938,338-927,0,0,0
528,250-885,227-865,0,0,0
529,184-792,176-766,0,0,0
530,203-690,230-673,0,0,0
531,314-672,337-686,0,0,0
532,406-671,426-648,0,0,0
533,499-599,521-577,0,0,0
534,585-515,605-488,0,0,0
535,687-452,721-462,0,0,0
536,809-433,834-410,0,0,0
537,908-348,926-311,0,0,0
538,928-211,916-189,0,0,0
539,859-115,834-90,0,0,0
540,751-66,721-82,0,0,0
541,636-127,602-145,0,0,0
542,501-145,467-121,0,0,0
543,377-92,338-100,0,0,0
544,252-126,224-148,0,0,0
545,181-219,179-251,0,0,0
546,215-317,241-332,0,0,0
547,333-346,368-338,0,0,0
548,462-318,496-309,0,0,0
549,594-301,629-300,0,0,0
550,0,0,0,0,0
551,314-224,285-242,0,0,0
552,249-305,262-334,0,0,0
553,306-409,319-440,0,0,0
554,339-527,339-561,0,0,0
555,319-636,295-661,0,0,0
556,218-701,184-713,0,0,0
557,122-767,138-799,0,0,0
558,229-803,264-764,0,0,0
559,349-773,388-765,0,0,0
560,485-769,524-778,0,0,0
561,614-799,655-803,0,0,0
562,749-807,787-807,0,0,0
563,874-787,899-757,0,0,0
564,880-680,862-647,0,0,0
565,877-580,902-542,0,0,0
566,889-464,864-460,0,0,0
567,790-421,765-449,0,0,0
568,716-520,688-545,0,0,0
569,603-524,588-492,0,0,0
570,578-407,579-367,0,0,0
571,625-293,657-270,0,0,0
572,748-234,778-213,0,0,0
573,761-158,720-145,0,0,0
574,616-145,570-156,0,0,0
575,0,0,0,0,0
576,424-873,430-843,0,0,0
577,460-756,471-726,0,0,0
578,542-687,581-686,0,0,0
579,583-769,587-805,0,0,0
580,640-850,683-849,0,0,0
581,735-797,735-767,0,0,0
582,739-680,781-683,0,0,0
583,884-685,917-685,0,0,0
584,955-633,950-603,0,0,0
585,940-522,930-494,0,0,0
586,881-427,859-409,0,0,0
587,786-353,758-331,0,0,0
588,670-309,640-326,0,0,0
589,564-384,535-406,0,0,0
590,457-459,451-488,0,0,0
591,439-566,433-595,0,0,0
592,329-594,298-595,0,0,0
593,213-596,181-600,0,0,0
594,82-600,95-561,0,0,0
595,130-479,140-450,0,0,0
596,182-380,214-380,0,0,0
597,307-380,345-378,0,0,0
598,361-299,365-263,0,0,0
599,392-212,428-209,0,0,0
600,0,0,0,0,0
601,456-871,487-859,0,0,0
602,585-823,617-810,0,0,0
603,710-780,741-762,0,0,0
604,816-715,836-688,0,0,0
605,847-605,819-586,0,0,0
606,722-592,689-605,0,0,0
607,600-638,566-647,0,0,0
608,467-663,428-665,0,0,0
609,335-649,305-640,0,0,0
610,223-602,201-579,0,0,0
611,147-515,136-488,0,0,0
612,134-411,138-381,0,0,0
613,170-309,189-283,0,0,0
614,246-228,268-210,0,0,0
615,347-165,376-147,0,0,0
616,462-117,495-109,0,0,0
617,592-101,626-101,0,0,0
618,713-123,742-136,0,0,0
619,818-178,840-194,0,0,0
620,887-260,896-291,0,0,0
621,885-372,864-393,0,0,0
622,790-438,758-448,0,0,0
623,663-464,623-460,0,0,0
624,541-419,521-401,0,0,0
625,0,0,0,0,0
626,208-740,234-755,0,0,0
627,316-789,345-799,0,0,0
628,428-831,457-842,0,0,0
629,545-858,580-859,0,0,0
630,672-853,707-847,0,0,0
631,790-825,820-814,0,0,0
632,874-749,860-723,0,0,0
633,787-676,758-670,0,0,0
634,672-658,637-656,0,0,0
635,550-649,515-642,0,0,0
636,425-621,393-612,0,0,0
637,309-582,275-569,0,0,0
638,212-518,211-489,0,0,0
639,272-439,302-428,0,0,0
640,384-408,416-410,0,0,0
641,499-431,531-437,0,0,0
642,617-458,651-466,0,0,0
643,744-477,780-478,0,0,0
644,871-449,890-421,0,0,0
645,892-339,880-307,0,0,0
646,812-252,781-239,0,0,0
647,695-208,661-200,0,0,0
648,569-185,531-179,0,0,0
649,438-150,416-131,0,0,0
650,0,0,0,0,0
651,228-789,247-757,0,0,0
652,295-696,318-673,0,0,0
653,424-634,467-630,0,0,0
654,562-635,603-643,0,0,0
655,728-681,765-689,0,0,0
656,851-692,885-678,0,0,0
657,906-612,888-585,0,0,0
658,825-530,799-506,0,0,0
659,696-450,628-441,0,0,0
660,520-445,477-451,0,0,0
661,384-487,350-504,0,0,0
662,262-541,233-557,0,0,0
663,141-560,115-541,0,0,0
664,90-466,97-433,0,0,0
665,147-372,172-350,0,0,0
666,244-307,275-295,0,0,0
667,376-277,408-274,0,0,0
668,498-268,532-268,0,0,0
669,622-275,657-283,0,0,0
670,746-306,776-316,0,0,0
671,862-335,889-316,0,0,0
672,860-244,836-224,0,0,0
673,857-180,889-160,0,0,0
674,875-98,840-88,0,0,0
675,0,0,0,0,0
676,228-895,261-882,0,0,0
677,346-844,381-830,0,0,0
678,468-795,502-781,0,0,0
679,584-749,615-740,0,0,0
680,700-717,733-711,0,0,0
681,811-656,832-634,0,0,0
682,829-511,809-528,0,0,0
683,724-509,693-513,0,0,0
684,610-542,582-550,0,0,0
685,493-576,460-584,0,0,0
686,368-602,331-604,0,0,0
687,242-593,212-583,0,0,0
688,155-518,151-487,0,0,0
689,191-413,213-392,0,0,0
690,291-347,320-338,0,0,0
691,406-319,439-318,0,0,0
692,527-325,558-332,0,0,0
693,640-357,672-366,0,0,0
694,761-386,797-388,0,0,0
695,867-342,861-308,0,0,0
696,808-240,780-224,0,0,0
697,703-184,678-172,0,0,0
698,595-150,564-143,0,0,0
699,475-131,444-127,0,0,0
700,0,0,0,0,0
701,902-714,880-727,0,0,0
702,787-761,751-770,0,0,0
703,654-773,618-770,0,0,0
704,528-750,493-742,0,0,0
705,373-705,408-715,0,0,0
706,284-668,255-658,0,0,0
707,197-592,197-568,0,0,0
708,272-530,301-530,0,0,0
709,391-541,425-548,0,0,0
710,528-564,562-568,0,0,0
711,668-564,705-557,0,0,0
712,783-510,811-485,0,0,0
713,836-401,836-371,0,0,0
714,836-288,800-272,0,0,0
715,705-283,669-292,0,0,0
716,579-308,538-313,0,0,0
717,451-330,417-338,0,0,0
718,327-363,293-371,0,0,0
719,197-378,172-354,0,0,0
720,172-283,197-268,0,0,0
721,280-237,314-226,0,0,0
722,400-201,433-193,0,0,0
723,519-175,553-162,0,0,0
724,636-116,656-97,0,0,0
725,0,0,0,0,0
726,840-775,819-806,0,0,0
727,738-850,694-858,0,0,0
728,556-855,599-858,0,0,0
729,451-837,416-824,0,0,0
730,315-783,286-760,0,0,0
731,244-680,258-648,0,0,0
732,332-594,364-582,0,0,0
733,460-551,492-545,0,0,0
734,595-535,631-531,0,0,0
735,731-517,764-514,0,0,0
736,855-489,886-476,0,0,0
737,915-401,888-379,0,0,0
738,791-364,754-361,0,0,0
739,661-367,624-372,0,0,0
740,496-395,531-388,0,0,0
741,404-429,372-438,0,0,0
742,276-466,237-466,0,0,0
743,144-438,136-408,0,0,0
744,178-333,204-315,0,0,0
745,295-279,330-272,0,0,0
746,418-255,455-249,0,0,0
747,543-236,580-229,0,0,0
748,627-179,614-154,0,0,0
749,529-120,496-117,0,0,0
750,0,0,0,0,0
751,470-800,502-816,0,0,0
752,604-852,648-860,0,0,0
753,747-844,776-816,0,0,0
754,751-733,722-707,0,0,0
755,627-663,587-651,0,0,0
756,480-635,430-631,0,0,0
757,327-643,283-647,0,0,0
758,171-651,129-627,0,0,0
759,89-548,89-510,0,0,0
760,138-438,167-422,0,0,0
761,265-398,308-398,0,0,0
762,399-430,429-450,0,0,0
763,513-512,544-532,0,0,0
764,644-524,672-504,0,0,0
765,738-442,764-422,0,0,0
766,839-371,869-347,0,0,0
767,924-287,941-251,0,0,0
768,928-170,911-146,0,0,0
769,825-106,785-102,0,0,0
770,700-110,661-118,0,0,0
771,578-154,553-178,0,0,0
772,561-259,569-299,0,0,0
773,486-331,446-323,0,0,0
774,366-275,341-255,0,0,0
775,0,0,0,0,0
776,831-889,793-872,0,0,0
777,698-829,654-813,0,0,0
778,552-787,508-777,0,0,0
779,409-753,369-740,0,0,0
780,273-700,238-686,0,0,0
781,178-624,169-592,0,0,0
782,239-538,274-532,0,0,0
783,369-540,405-551,0,0,0
784,503-580,541-591,0,0,0
785,630-609,666-611,0,0,0
786,756-606,793-600,0,0,0
787,879-577,906-554,0,0,0
788,913-475,892-454,0,0,0
789,817-389,785-367,0,0,0
790,696-331,660-323,0,0,0
791,566-309,529-306,0,0,0
792,441-309,403-311,0,0,0
793,313-317,278-319,0,0,0
794,192-311,161-302,0,0,0
795,93-247,82-215,0,0,0
796,122-149,154-136,0,0,0
797,250-123,286-122,0,0,0
798,394-136,432-140,0,0,0
799,535-158,572-161,0,0,0
800,0,0,0,0,0
801,291-939,322-935,0,0,0
802,402-900,419-874,0,0,0
803,468-813,498-798,0,0,0
804,585-782,620-782,0,0,0
805,714-782,747-784,0,0,0
806,836-775,869-762,0,0,0
807,921-700,924-669,0,0,0
808,916-588,905-555,0,0,0
809,862-483,833-461,0,0,0
810,746-433,710-437,0,0,0
811,618-456,587-470,0,0,0
812,529-535,512-566,0,0,0
813,458-634,428-653,0,0,0
814,341-680,302-680,0,0,0
815,206-664,173-648,0,0,0
816,119-584,115-553,0,0,0
817,128-472,139-443,0,0,0
818,195-378,233-375,0,0,0
819,327-389,364-397,0,0,0
820,460-401,496-399,0,0,0
821,585-374,615-357,0,0,0
822,676-301,682-266,0,0,0
823,661-187,655-159,0,0,0
824,691-91,730-86,0,0,0
825,0,0,0,0,0
826,232-791,215-768,0,0,0
827,203-690,227-664,0,0,0
828,316-630,354-632,0,0,0
829,450-653,484-667,0,0,0
830,567-704,603-721,0,0,0
831,694-744,734-747,0,0,0
832,823-726,851-702,0,0,0
833,882-621,877-589,0,0,0
834,814-528,780-513,0,0,0
835,685-503,648-505,0,0,0
836,559-517,523-520,0,0,0
837,434-527,397-526,0,0,0
838,303-515,266-505,0,0,0
839,186-463,171-432,0,0,0
840,199-358,227-340,0,0,0
841,308-313,344-308,0,0,0
842,430-314,465-319,0,0,0
843,560-341,597-346,0,0,0
844,697-348,738-343,0,0,0
845,819-300,840-271,0,0,0
846,835-182,806-161,0,0,0
